Tag,ChemicalName,SMILES,MW (g/mol),logP,carboxyl (mmol/g),carboxylate (mmol/g),hydroxyl (mmol/g),ether (mmol/g),ester (mmol/g),epoxy (mmol/g),amide (mmol/g),cyano (mmol/g),amine (mmol/g),ammonium (mmol/g),phenyl (mmol/g),methyl (mmol/g),methylene (mmol/g),methyne (mmol/g),quat_carbon (mmol/g),vinyl (mmol/g),asetylene (mmol/g),siloxane (mmol/g)
FM-0721,C=C(C)C(=O)OCCCO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OCCCC,C=C(C)C(=O)OCCCO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OCCCC,4220.646999999979,41.03769999999993,0.0,0.0,0.0,0.0,0.23693049904434202,0.0,0.0,0.0,0.0,0.0,0.0,26.062354894877622,1.421582994266052,0.0,0.0,0.23693049904434202,0.0,12.794246948394468
IBXMA,isobornyl methacrylate,*CC(*)(C)C(=O)OC1CC2CCC1(C)C2(C)C,222.32799999999992,3.4399000000000024,0.0,0.0,0.0,0.0,4.497859019106907,0.0,0.0,0.0,0.0,0.0,0.0,17.99143607642763,17.99143607642763,8.995718038213814,13.49357705732072,0.0,0.0,0.0
SMA,stearyl methacrylate,*CC(*)(C)C(=O)OCCCCCCCCCCCCCCCCCC,338.5760000000001,7.486600000000008,0.0,0.0,0.0,0.0,2.9535466187798303,0.0,0.0,0.0,0.0,0.0,0.0,5.9070932375596605,53.16383913803694,0.0,2.9535466187798303,0.0,0.0,0.0
2EHMA,2 ethylhexyl methacrylate,*CC(*)(C)C(=O)OCC(CC)CCCC,198.30599999999993,3.4415000000000022,0.0,0.0,0.0,0.0,5.042711768680728,0.0,0.0,0.0,0.0,0.0,0.0,15.128135306042182,30.256270612084364,5.042711768680728,5.042711768680728,0.0,0.0,0.0
AA,acrylic acid,*CC(*)C(=O)O,72.06299999999999,0.37639999999999996,13.876746735495333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.876746735495333,13.876746735495333,0.0,0.0,0.0,0.0
GMA,GMA,*CC(*)(C)C(=O)OCC1CO1,142.15399999999997,0.6239,0.0,0.0,0.0,0.0,7.0346244214021425,7.0346244214021425,0.0,0.0,0.0,0.0,0.0,7.0346244214021425,21.103873264206428,7.0346244214021425,7.0346244214021425,0.0,0.0,0.0
HPMA,HPMA,*CC(*)(C)C(=O)OCC(C)O,144.17,0.6058999999999999,0.0,0.0,6.9362558091142406,0.0,6.9362558091142406,0.0,0.0,0.0,0.0,0.0,0.0,13.872511618228481,13.872511618228481,6.9362558091142406,6.9362558091142406,0.0,0.0,0.0
VMA,behenyl methacrylate,*CC(*)(C)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,394.68400000000025,9.047000000000002,0.0,0.0,0.0,0.0,2.5336725076263527,0.0,0.0,0.0,0.0,0.0,0.0,5.067345015252705,55.74079516777976,0.0,2.5336725076263527,0.0,0.0,0.0
