Name,Conc,feed,carboxy,carboxylate,hydroxy,ether,ester,ketone,epoxy,amide,cyano,amine,ammonium,phenyl,methyl,methylene,methyne,quat_carbon,vinyl,asetylene,siloxane
IBXMA,50,0,0.0,0.0,0.0,0.0,4.497859019106906,4.497859019106906,0.0,0.0,0.0,0.0,0.0,0.0,17.991436076427625,13.49357705732072,8.995718038213813,8.995718038213813,4.497859019106906,0.0,0.0
